Type,Country,State,Activity,Sex,Age,Fatal Y/N,Month,Year,Species,Body Part
Unprovoked,South Africa,Western Cape Province,Surfing,M,27,No,June,1984,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Swimming,F,13,No,June,1984,Hammerhead Shark,Leg / Foot
Unprovoked,Vanuatu,Malampa Province,Swimming,M,,Yes,June,1984,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Fishing,M,28,No,May,1984,Unknown,Unspecified / Multiple
Unconfirmed,Somalia,,Other,M,,Unknown,March,1984,Unknown,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Surfing,M,,No,March,1984,Unknown,Unspecified / Multiple
Watercraft,South Africa,Eastern Cape Province,Swimming,M,,No,March,1984,Tiger Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Unknown,,,Unknown,March,1984,Unknown,Unspecified / Multiple
Provoked,South Africa,Eastern Cape Province,Fishing,M,,No,February,1984,Great White Shark,Leg / Foot
Provoked,South Africa,KwaZulu-Natal,Diving,M,33,No,February,1984,Dusky Shark,Arm
Unconfirmed,South Africa,Eastern Cape Province,Unknown,,,Unknown,February,1984,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Fishing,M,27,No,February,1984,Reef Shark,Hand / Fingers
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,14,No,January,1984,Tiger Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Unknown,F,14,Yes,January,1984,Unknown,Unspecified / Multiple
Provoked,United States,California,Other,M,,No,,1984,Sevengill Shark,Head / Neck
Unprovoked,United States,Florida,Surfing,M,,No,,1984,Unknown,Leg / Foot
Unconfirmed,Greece,Andikira Fokithes,Fishing,M,36,Unknown,December,1983,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,17,No,December,1983,Unknown,Leg / Foot
Unprovoked,Australia,South Australia,Diving,M,48,No,December,1983,Great White Shark,Hand / Fingers
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,16,No,December,1983,Unknown,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,47,No,December,1983,Tiger Shark,Unspecified / Multiple
Unconfirmed,South Africa,KwaZulu-Natal,Unknown,M,,Unknown,December,1983,Unknown,Unspecified / Multiple
Sea Disaster,Philippines,Central Philippines,Other,M,,No,November,1983,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,15,No,November,1983,Tiger Shark,Leg / Foot
Unconfirmed,South Africa,KwaZulu-Natal,Swimming,F,,Unknown,November,1983,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,16,No,October,1983,Bull Shark,Leg / Foot
Unprovoked,United States,Florida,Swimming,M,20,No,October,1983,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Other,M,15,No,September,1983,Unknown,Leg / Foot
Unprovoked,United States,Oregon,Surfing,M,,No,August,1983,Great White Shark,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Fishing,M,29,No,August,1983,Great White Shark,Leg / Foot
Unprovoked,United States,Virginia,Swimming,F,14,No,August,1983,Sandbar Shark,Leg / Foot
Provoked,United States,Florida,Diving,M,14,No,August,1983,Nurse Shark,Hand / Fingers
Unprovoked,United States,Florida,Diving,F,22,No,August,1983,Bull Shark,Leg / Foot
Watercraft,United States,Rhode Island,Fishing,,,No,August,1983,Unknown,Unspecified / Multiple
Sea Disaster,Australia,Queensland,Swimming,F,21,Yes,July,1983,Tiger Shark,Unspecified / Multiple
Sea Disaster,Australia,Queensland,Swimming,M,24,Yes,July,1983,Tiger Shark,Leg / Foot
Sea Disaster,Australia,Queensland,Other,M,28,No,July,1983,Tiger Shark,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,,No,July,1983,Great White Shark,Arm
Unprovoked,United States,Florida,Surfing,F,39,No,July,1983,Hammerhead Shark,Unspecified / Multiple
Unprovoked,Bahamas,Abaco Islands,Fishing,M,13,No,July,1983,Unknown,Leg / Foot
Unprovoked,United States,Florida,Swimming,M,17,No,July,1983,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,42,No,June,1983,Unknown,Leg / Foot
Unprovoked,Bahamas,Abaco Islands,Fishing,M,15,Yes,June,1983,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,21,No,June,1983,Unknown,Leg / Foot
Unprovoked,Bahamas,,Unknown,M,30,No,June,1983,Blacktip Shark,Leg / Foot
Unconfirmed,Italy,Northwest Italy,Diving,M,,Unknown,June,1983,Unknown,Unspecified / Multiple
Unprovoked,Bahamas,Berry Islands,Fishing,M,,No,June,1983,Caribbean Reef Shark,Leg / Foot
Unprovoked,United States,Florida,Boating,M,21,No,May,1983,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,15,No,May,1983,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,22,No,May,1983,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,,Unknown,April,1983,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Fishing,M,27,No,April,1983,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,16,No,April,1983,Unknown,Leg / Foot
Unconfirmed,South Africa,KwaZulu-Natal,Unknown,M,,Unknown,April,1983,Unknown,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Fishing,M,17,No,March,1983,Tiger Shark,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,,No,March,1983,Spinner Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,,No,March,1983,Unknown,Unspecified / Multiple
Unprovoked,New Caledonia,Loyalty Islands,Unknown,,,No,March,1983,Caribbean Reef Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Diving,M,16,No,February,1983,Bull Shark,Unspecified / Multiple
Provoked,United States,South Carolina,Fishing,M,43,No,January,1983,Unknown,Leg / Foot
Unconfirmed,South Africa,KwaZulu-Natal,Unknown,M,,Unknown,January,1983,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Surfing,M,22,No,January,1983,Unknown,Leg / Foot
Unprovoked,South Africa,Western Cape Province,Fishing,M,32,No,January,1983,Great White Shark,Unspecified / Multiple
Unprovoked,,English Channel,Swimming,M,,No,,1983,Unknown,Leg / Foot
Unprovoked,Vanuatu,Malampa Province,Other,M,,Yes,,1983,Unknown,Arm
Provoked,United States,South Carolina,Fishing,M,,No,,1983,Blue Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,27,No,December,1982,Unknown,Unspecified / Multiple
Unprovoked,United States,South Carolina,Other,M,,No,November,1982,Unknown,Arm
Sea Disaster,United States,North Carolina,Other,M,,Yes,October,1982,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,26,No,October,1982,Bull Shark,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,16,No,September,1982,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,16,No,September,1982,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,20,No,September,1982,Bull Shark,Leg / Foot
Unprovoked,United States,California,Diving,M,36,No,September,1982,Great White Shark,Hand / Fingers
Unprovoked,United States,California,Diving,M,28,No,September,1982,Great White Shark,Leg / Foot
Unconfirmed,United States,Florida,Unknown,M,,Unknown,September,1982,Unknown,Unspecified / Multiple
Unprovoked,Japan,Kumamoto Prefecture,Unknown,M,,Yes,August,1982,Unknown,Unspecified / Multiple
Unconfirmed,United States,California,Surfing,M,17,Unknown,August,1982,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Swimming,F,18,No,August,1982,Unknown,Leg / Foot
Unprovoked,Tunisia,,Surfing,M,,No,August,1982,Spinner Shark,Leg / Foot
Unconfirmed,South Africa,KwaZulu-Natal,Surfing,M,20,Unknown,July,1982,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Diving,M,38,No,July,1982,Great White Shark,Unspecified / Multiple
Unprovoked,United States,California,Swimming,M,26,No,July,1982,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,17,No,July,1982,Great White Shark,Unspecified / Multiple
Unconfirmed,United States,California,Swimming,M,43,Unknown,July,1982,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Swimming,F,19,No,July,1982,Unknown,Leg / Foot
Unprovoked,New Caledonia,South Province,Unknown,,,No,July,1982,Unknown,Arm
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,27,Yes,June,1982,Great White Shark,Unspecified / Multiple
Unprovoked,United States,South Carolina,Swimming,M,20,No,June,1982,Great White Shark,Arm
Unprovoked,Bahamas,Andros Islands,Fishing,M,19,No,June,1982,Lemon Shark,Arm
Unprovoked,United States,Florida,Unknown,F,8,No,June,1982,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Other,M,,No,June,1982,Reef Shark,Leg / Foot
Unconfirmed,United States,South Carolina,Unknown,F,,Unknown,May,1982,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,16,No,March,1982,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,20,Yes,March,1982,Unknown,Leg / Foot
Unprovoked,New Caledonia,,Fishing,M,,No,March,1982,Unknown,Arm
Unprovoked,Australia,Tasmania,Fishing,M,32,Yes,February,1982,Great White Shark,Body / Abdomen
Unprovoked,United States,Florida,Surfing,M,18,No,February,1982,Oceanic Whitetip Shark,Arm
Provoked,South Africa,Western Cape Province,Fishing,M,,No,February,1982,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Swimming,F,,No,February,1982,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Swimming,F,,No,February,1982,Unknown,Leg / Foot
Unprovoked,United States,Florida,Swimming,F,75,Yes,February,1982,Unknown,Body / Abdomen
Unprovoked,United States,California,Diving,M,,No,February,1982,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Diving,M,29,Yes,February,1982,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,20,No,January,1982,Tiger Shark,Unspecified / Multiple
Watercraft,Italy,Tyrrhenian Sea,Boating,M,,Unknown,,1982,Great White Shark,Unspecified / Multiple
Watercraft,Italy,Tyrrhenian Sea,Fishing,M,,No,,1982,Great White Shark,Unspecified / Multiple
Unprovoked,Tunisia,Biserta,Fishing,,,Unknown,,1982,Unknown,Unspecified / Multiple
Unprovoked,United States,California,Surfing,M,24,Yes,December,1981,Great White Shark,Body / Abdomen
Unprovoked,Australia,Queensland,Unknown,,,No,December,1981,Unknown,Body / Abdomen
Unprovoked,United States,Hawaii,Swimming,M,,No,December,1981,Tiger Shark,Leg / Foot
Unprovoked,Réunion,Saint-Philippe,Fishing,M,,No,November,1981,Unknown,Unspecified / Multiple
Provoked,South Africa,Western Cape Province,Other,M,,No,October,1981,Great White Shark,Hand / Fingers
Unprovoked,United States,Hawaii,Diving,M,59,No,November,1981,Great White Shark,Hand / Fingers
Unprovoked,United States,Florida,Swimming,M,19,No,October,1981,Great White Shark,Arm
Unprovoked,United States,Florida,Surfing,M,,Unknown,October,1981,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,17,No,October,1981,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,24,No,October,1981,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,28,No,September,1981,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,,No,September,1981,Unknown,Hand / Fingers
Unprovoked,United States,Florida,Swimming,M,26,Yes,September,1981,Tiger Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,25,No,September,1981,Unknown,Hand / Fingers
Unprovoked,United States,Florida,Surfing,M,24,No,September,1981,Unknown,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,15,No,August,1981,Great White Shark,Unspecified / Multiple
Provoked,United States,Florida,Fishing,M,19,No,August,1981,Unknown,Leg / Foot
Unconfirmed,United States,Hawaii,Fishing,M,,Unknown,August,1981,Unknown,Leg / Foot
Unprovoked,United States,Florida,Diving,M,,No,August,1981,Nurse Shark,Head / Neck
Unprovoked,United States,Florida,Other,F,19,Yes,August,1981,Unknown,Unspecified / Multiple
Unprovoked,Bahamas,Grand Bahama Island,Surfing,M,53,No,August,1981,Mako Shark,Arm
Unprovoked,United States,Florida,Swimming,F,16,No,July,1981,Sandbar Shark,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,32,No,July,1981,Great White Shark,Leg / Foot
Unprovoked,United States,Florida,Fishing,M,,No,July,1981,Bull Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Swimming,M,,No,July,1981,Great White Shark,Leg / Foot
Watercraft,Greenland,,Fishing,M,,No,June,1981,Thresher Shark,Unspecified / Multiple
Unconfirmed,United States,Hawaii,Unknown,M,,Unknown,June,1981,Unknown,Body / Abdomen
Unprovoked,United States,Hawaii,Diving,M,,Yes,May,1981,Unknown,Unspecified / Multiple
Unprovoked,"Korea, Republic of",Chungnam,Diving,F,27,Yes,May,1981,Great White Shark,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,27,No,May,1981,Tiger Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Diving,M,32,No,May,1981,Unknown,Arm
Unprovoked,United States,Florida,Diving,M,,No,May,1981,Lemon Shark,Arm
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,19,No,May,1981,Great White Shark,Unspecified / Multiple
Provoked,Namibia,Eronogo Region,Fishing,M,,No,May,1981,Unknown,Unspecified / Multiple
Sea Disaster,Bermuda,,Diving,,,No,March,1981,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,24,No,May,1981,Tiger Shark,Leg / Foot
Unprovoked,United States,Florida,Swimming,M,19,No,March,1981,Dusky Shark,Leg / Foot
Unprovoked,United States,Florida,Surfing,M,24,No,March,1981,Unknown,Leg / Foot
Unprovoked,Chile,Coquimbo,Diving,M,,No,March,1981,Great White Shark,Leg / Foot
Unprovoked,Brazil,Rio de Janeiro,Diving,,,Unknown,March,1981,Great White Shark,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Swimming,M,30,No,February,1981,Blacktip Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Fishing,M,,No,February,1981,Hammerhead Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Unknown,,,Unknown,February,1981,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,15,No,February,1981,Hammerhead Shark,Leg / Foot
Unprovoked,Brazil,Rio de Janeiro,Fishing,,,No,February,1981,Unknown,Arm
Unprovoked,United States,Florida,Fishing,M,25,No,January,1981,Tiger Shark,Unspecified / Multiple
Unconfirmed,South Africa,KwaZulu-Natal,Swimming,M,23,Unknown,January,1981,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Surfing,M,27,No,,1981,Tiger Shark,Unspecified / Multiple
Unprovoked,Greece,Pagasitikos Gulf,Diving,M,,No,,1981,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Diving,M,25,No,,1980,Tiger Shark,Unspecified / Multiple
Unconfirmed,South Africa,Eastern Cape Province,Unknown,,,Unknown,December,1980,Unknown,Unspecified / Multiple
Unprovoked,Réunion,Grand'Anse,Fishing,M,22,No,November,1980,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Swimming,M,,No,November,1980,Unknown,Shoulder
Unconfirmed,South Africa,KwaZulu-Natal,Swimming,M,,Unknown,November,1980,Unknown,Unspecified / Multiple
Unprovoked,Brazil,Pernambuco,Swimming,M,16,Yes,November,1980,Unknown,Unspecified / Multiple
Unprovoked,United States,Oregon,Surfing,M,29,No,October,1980,Great White Shark,Leg / Foot
Unprovoked,United States,California,Surfing,M,19,No,October,1980,Great White Shark,Unspecified / Multiple
Unprovoked,Mexico,,Diving,M,22,Yes,August,1980,Unknown,Unspecified / Multiple
Unprovoked,United States,Louisiana,Swimming,M,,No,August,1980,Sandbar Shark,Leg / Foot
Unprovoked,United States,North Carolina,Swimming,F,10,No,August,1980,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,M,,No,August,1980,Tiger Shark,Body / Abdomen
Unprovoked,Spain,Canary Islands,Diving,M,,No,July,1980,Blue Shark,Leg / Foot
Unprovoked,United States,New Jersey,Surfing,M,15,No,July,1980,Unknown,Unspecified / Multiple
Unprovoked,United States,Delaware,Other,F,22,No,July,1980,Oceanic Whitetip Shark,Unspecified / Multiple
Unprovoked,United States,North Carolina,Surfing,M,,No,July,1980,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Surfing,M,,No,July,1980,Unknown,Leg / Foot
Provoked,United States,California,Diving,F,44,No,June,1980,Blue Shark,Leg / Foot
Unprovoked,South Africa,Eastern Cape Province,Surfing,M,22,No,May,1980,Bull Shark,Unspecified / Multiple
Provoked,Jamaica,St. Mary's Parish,Fishing,M,,No,April,1980,Unknown,Hand / Fingers
Sea Disaster,Philippines,Romblon Province,Boating,,,Yes,April,1980,Unknown,Unspecified / Multiple
Unprovoked,Mexico,Sinaloa,Surfing,F,13,No,April,1980,Tiger Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Diving,M,52,Yes,March,1980,Tiger Shark,Unspecified / Multiple
Unprovoked,Brazil,Rio de Janeiro,Swimming,M,,No,March,1980,Great White Shark,Leg / Foot
Sea Disaster,Philippines,,Boating,F,,Yes,March,1980,Unknown,Unspecified / Multiple
Provoked,South Africa,Western Cape Province,Fishing,M,61,No,March,1980,Hammerhead Shark,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Surfing,M,24,No,January,1980,Great White Shark,Leg / Foot
Unprovoked,Kenya,Lamu Archipelago,Fishing,M,29,No,January,1980,Great White Shark,Leg / Foot
Provoked,South Africa,KwaZulu-Natal,Fishing,M,29,No,January,1980,Tiger Shark,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,,No,January,1980,Hammerhead Shark,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,25,No,January,1980,Great White Shark,Arm
Unprovoked,Chile,Los Vilos,Diving,M,,Yes,January,1980,Great White Shark,Unspecified / Multiple
Provoked,British Indian Ocean Territory,,Swimming,M,34,No,,1980,Unknown,Arm
Unconfirmed,Greece,Island of Kos,Surfing,M,,Unknown,,1980,Unknown,Unspecified / Multiple
Unconfirmed,South Africa,Eastern Cape Province,Fishing,M,20,Unknown,,1980,Unknown,Unspecified / Multiple
Unprovoked,Tonga,Ha'api,Fishing,M,,No,,1980,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,18,No,December,1979,Unknown,Unspecified / Multiple
Unconfirmed,Portugal,Madeira Islands,Fishing,M,19,Yes,December,1979,Great White Shark,Unspecified / Multiple
Unprovoked,China,,Diving,M,32,No,December,1979,Great White Shark,Head / Neck
Unprovoked,United States,Oregon,Surfing,M,20,No,November,1979,Great White Shark,Unspecified / Multiple
Provoked,South Africa,Western Cape Province,Fishing,,,No,November,1979,Great White Shark,Unspecified / Multiple
Provoked,South Africa,Eastern Cape Province,Fishing,M,,No,October,1979,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Diving,M,18,No,September,1979,Caribbean Reef Shark,Leg / Foot
Unprovoked,Hong Kong,,Swimming,M,21,Yes,August,1979,Unknown,Leg / Foot
